Métrique,Agent RAG,Gemini Généraliste
bertscore_f1,0.7133877277374268,0.6857519149780273
bertscore_precision,0.6773881912231445,0.6590631008148193
bertscore_recall,0.7536743879318237,0.714787483215332
latency_mean,12.401950284838676,9.579625502228737
